,API Name,Description,Category,Followers,Versions,API Tags,SDKs,How to,Source Code,Libraries,Developers,Changlog,Articles
437,TagVaultUCFCommonControlsHubAPI," The UCF Common Controls Hub API allows developers to access many of the features and data available through the Common Controls Hub (CCH), an interface that allows users to manage their compliance documents and information. The CCH is provided by the UCF (Unified Compliance Framework), a company that helps customers quickly generate custom common control spreadsheets and create custom compliance templates and checklists.",Compliance,2,RESTv2.0.0," Compliance, Documents, Law, Spreadsheets", 0,0,0,0, 0, 2, 1
438,ZephyrSOAPWebServicesAPI," The Zephyr SOAP Web Services integrates Zephyr services including dashboards and tests, creating a testcase in a separate system and adding a Zephyr repository with users, projects, releases, and execution cycles. The API is indirect and it can be accessed via Javascript, Python, PHP, and Perl languages.",Dashboards,4,Indirectv4.7," Dashboards, Testing", 4,0,4,0, 0, 9, 1
439,ZephyrEnterpriseRESTAPI," This REST API allows access to Zephyr test assets. It provides the ability for you to integrate Zephyr services into your application while allowing you to to create a testcase in a separate tool/system and add it to the Zephyr testcase repository or create an execution cycle and update the status of a testcase execution run. This includes; users, projects, releases, testcase repositories and the underlying folders, testcases, attachments, execution cycles, create users, new execution cycles, execution phases and more. Samples are available in curl, C#, javascript, node.js, python, php and ruby. Zephyr is an on-demand, cloud based Test Management Platform with applications and metrics based visibility via real time dashboards.",Dashboards,8,RESTv4.8," Dashboards, Cloud, Platform-as-a-Service, Testing", 0,0,0,0, 0, 3, 1
440,MerchentaPixellingAPI, The Merchenta Pixelling API integrates consumer behavior for campaign targeting purposes. Email address and password are required to authenticate in the given endpoint available on Merchenta site.,Campaigns,2,REST," Campaigns, Marketing, Real, Time, Reporting", 0,0,0,0, 0, 1, 1
441,MicrosoftParatureAPI," The Microsoft Parature API integrates chat experiences that aim to increase customer engagement. Ut includes JSON architecture with Token as the authentication method. In addition to chat, users can also request support tickets, interacting with a CSR platform.",Chat,2,RESTv1," Chat, Cloud, Customer, Service, Engagement", 0,0,0,0, 0, 1, 2
442,,,,,,,,,,,,,
443,WordsmithAPI," The Wordsmith API is an instant publishing solution for a generating human-sounding articles, customer communications, and reports. The RESTful API provides access to natural language generation tool that uses powerful templates to convert huge volumes of data into narrative text, without compromising the uniqueness of each piece of content. This API uses HTTP requests, using JSON to structure sending and receiving data.",ArtificialIntelligence,11,RESTv1.8," Artificial, Intelligence, Analytics, Artificial, Intelligence, Content, Content, Management, Natural, Language, Processing, Publishing, Text, Writing", 3,0,3,0, 0, 11, 1
444,ChatraRESTAPI, The Chatra REST API integrates chat services into web services. JSON is the supported format. Public and secret key are required as authentication methods.,Chat,2,REST," Chat, Customer, Service, eCommerce, Email", 0,0,0,0, 0, 1, 1
445,W3CIdentifiersforWebRTC'sStatisticsAPI," The W3C Identifiers for WebRTC's Statistics API defines a set of JavaScript APIs that allow developers to access statistical information about a PeerConnection. Audio, video, and data packets that are transmitted over a PeerConection can sometimes be delayed or lost, and applications implementing WebRTC will generally monitor the underlying network and media pipeline. This document is not yet complete enough for implementation, but experimentation is encouraged.",WebRTC,2,Native/Browser," WebRTC, Standards, Statistics", 0,0,0,0, 0, 2, 1
446,TineyeMatchEngineAPI," TinEye's MatchEngine API offers image recognition capabilities that can find duplicates and derivatives of existing images within the user's own image collection. The API can identify modified images that have been cropped, flipped, warped or blurred, rotated slighted, color shifted, watermarked or captioned. TinEye offers four paid plans customized to the developer's needs.",Recognition,7,RESTv1.6.12," Recognition, Images, Search", 4,0,2,0, 0, 5, 1
447,ChatraJavaScriptAPI," The Chatra JavaScript API provides interactive functionalities for implementation purposes. Developers can access buttons, chat width & height, colors, language, mode, clientID, and group features. Available in JSON objects with public and secret API Keys as authentication methods.",Chat,2,REST," Chat, Customer, Service, eCommerce, Email", 0,0,0,0, 0, 1, 1
448,FedgerAPI," The Fedger API integrates machine intelligence into web services. Developers require an API Key for authentication purposes, JSON architecture for callbacks, and live demos for endpoint testing.",MachineLearning,3,RESTv1," Machine, Learning, Business, Data, Intelligence", 0,0,0,0, 0, 1,
449,ElectricImpBuildAPI, The Electric Imp Build API is an alternative portal for accessing Electric Imp’s web-based IDE. Developers use the API to flexibly exploit their preferred tools when constructing imp application models. A developer can manipulate the API’s functionality attributes to create and delete models in addition to generating model lists and their corresponding devices. The fourth version of the Electric Imp Build API is a beta release that is accompanies by sufficient documentation. It supports JSON-formatted requests and responses.,IDE,2,RESTv4.0," IDE, Application, Development, Applications, Models", 4,0,0,0, 0, 6, 1
450,ApiaryDefaultAPI," The Apiary Default API allows users to save short texts. It supports the creation, listing, recovery, and removal of notes. The API conveys requests and responses in JSON format.",ApplicationDevelopment,6,REST," Application, Development, Applications, Notes, Text", 0,0,0,0, 0, 0,
451,Recast.AIAPI," Recast.AI is a collaborative bot platform provider based in France which integrates applications with speech and conversation understanding. Recast.AI has applications in business, travel, and productivity. This platform is free for developers with unlimited public bots, but limits API calls to 15,000 per month; enterprise plans are also available.",Bots,52,RESTv1," Bots, Chat, Machine, Learning, Natural, Language, Processing", 9,0,7,0, 0, 4, 1
452,VerizonThingSpacePersonalCloudStorageAPI," The Verizon ThingSpace Personal Cloud Storage API integrates cloud services into telephony applications. It is available with OAuth2 as authentication method, HTTP requests & JSON responses, and an API console to experiment with development.",Telephony,3,RESTv1," Telephony, Cloud, Mobile, Wireless", 7,0,8,0, 0, 16,
453,VerizonThingSpaceDeviceMessagingAPI," The Verizon ThingSpace Device Messaging API integrates communication services into mobile devices. It is available with HTTP requests and JSON responses, using an API Key to authenticate.",Telephony,4,REST," Telephony, Messaging, Mobile, Wireless", 0,0,0,0, 0, 2, 2
454,VerizonThingSpaceConnectivityManagementAPI," The Verizon ThingSpace Connectivity Management API integrates telephony connection features into mobile devices. It is available with HTTP requests, JSON responses, and API token. Resources include parameters and a live API try it! session.",Telephony,4,RESTv1," Telephony, Management, Mobile, Wireless", 0,0,0,0, 0, 0,
455,TrackingMoreAPI, The TrackingMore API integrates package tracking and notifications into shipping applications. It is available with JSON architecture with Key as authentication factor.,Shipping,15,RESTv2," Shipping, Customer, Service, Notifications, Time, Tracking", 0,0,7,0, 0, 7,
456,AirHexAirlinelogosAPI," This API allows you access to dynamic logo generation, defining your target airline, dimensions, type of a logo and build a link. AirHex is a service with daily updated supplemental travel content, which includes airline logos, airline check-in URL's and handy purified IATA database. This kind of content is required to build and improve travel websites and mobile apps UX and build additional services. All available content are matched with airline IATA codes.",Travel,5,REST," Travel, Air, Travel, Data-as-a-Service, Database, Database-as-a-Service", 0,0,0,0, 0, 1,
457,ZangAPI," With the Zang REST API you can initiate calls, buy phone numbers, send SMS messages, get detailed lists and information about account activity, create conference calls, and more.
The API allows for interacting with Zang's telephony functions almost as simple as visiting a website. A deeper knowledge regarding REST is useful when developing with Zang but not required.
Requests to Zang it will always return a response regarding the resources you have requested, created, or modified. These responses can be in a few different formats: XML, JSON, or CSV.
This is a fully supported and well documented release.",Telephony,5,RESTv2.0," Telephony, Messaging, Notifications, Text, Text-to-Speech, Voice", 0,0,0,0, 0, 0,
458,R-EngineAPI," The R-Engine API offers interaction with Reservation Engine's management platform specialized in car rental businesses. This platform offers workflow automation, and vehicle tracking. The API is REST based, uses HTTP Basic Auth for authentication, and responds in JSON format. Reservation Engine is an European software development firm with offices in London and Greece.",Travel,1,RESTv1.0," Travel, Auto, Rentals", 0,0,0,0, 0, 1,
459,W3CPresentationAPI," The W3C Presentation API is a specification that defines an API for allowing web content to access external displays, such as projectors or connected TVs, for presentations. This specification is intended to take into account whether the displays being used are connected via wired (HDMI, DVI, etc.) or wireless (Chromecast, AirPlay, etc.) technologies.",Visualizations,2,Native/Browser," Visualizations, Hardware, Networking, Standards", 0,0,0,0, 0, 1,
460,W3CGenericSensorAPI, The W3C Generic Sensor API defines a blueprint for writing specifications of concrete sensors. It also defines an abstract sensor interface that users can extend to accommodate different types of sensors. The W3C Generic Sensor API is intended to help promote consistency across sensor APIs and make it easier and faster to expose new sensors over the web.,Tools,1,Native/Browser," Tools, Internet, of, Things, Standards", 0,0,0,0, 0, 2, 1
461,CROOpenServicesCustomerAPI," This REST API works with CRO Customer Account holders who are registered for using Open Services. It integrates the streaming of documents from CRO into applications. Two types of documents can be streamed including submission documents and company printouts. Examples would be listing company search results, retrieving the details of a company, or listing all of the documents filed with the CRO for a specified company. The Companies Registration Office of Ireland is a repository of public statutory information on Irish business and company names.",Search,1,REST," Search, Accounts, Business, Registration", 0,0,0,0, 0, 0,
462,CROOpenServicesDocumentAPI," This API is used for retrieving a document as a byte stream and works with CRO Customer Account holders who are registered for using Open Services. Two types of documents can be streamed including submission documents and company printouts. Examples would be listing company search results, retrieving the details of a company, or listing all of the documents filed with the CRO for a specified company. The Companies Registration Office of Ireland is a repository of public statutory information on Irish business and company names.",Documents,1,REST," Documents, Accounts, Business, Search", 0,0,0,0, 0, 0,
463,CROOpenServicesSearchAPI," This REST API offers the public a means of integrating CRO Company and Submission data into their applications. Examples would be listing company search results, retrieving the details of a company, or listing all of the documents filed with the CRO for a specified company. The Companies Registration Office of Ireland is a repository of public statutory information on Irish business and company names.",Search,1,REST," Search, Business", 0,0,5,0, 0, 0,
464,CurrikiSearchAPI," The Curriki Search API integrates search for educational open source features into web services. Searches cover text-based query, subject category, type of resource, grade level, and review rating. It is available under provider's approval at api@curriki.org",Education,5,REST," Education, Community, Open, Source, Publishing", 0,0,0,0, 0, 2, 1
465,ProtectedPlanetAPI, The Protected Planet API integrates biodiversity and environmental data of the world areas. It is available with HTTP requests and JSON responses. Authentication is required with token.,Countries,5,REST," Countries, Data, Database, Environment, Science, Statistics", 0,0,0,0, 0, 1, 1
466,WhatConvertsAPI, The What Converts API integrates call tracking and leads reporting into applications and websites. It is available with HTTP format and API Key authentication.,Sales,3,RESTv1," Sales, Conversions, Keywords, Reporting, Telephony", 0,0,0,0, 0, 2, 1
467,W3CAudioOutputDevicesAPI, The W3C Audio Output Devices API defines a set of JavaScript APIs for managing how audio gets rendered on the user's audio output devices. It can be used to direct audio output to devices other than the defaults set by the system or user agent. This document is not yet complete and is subject to major change.,Audio,2,Native/Browser," Audio, Search, Standards", 0,0,0,0, 0, 2, 1
468,,,,,,,,,,,,,
469,DIDForSaleAPI," The DIDforSale API is designed to provide you with a comprehensive tool set to make API development a breeze. didML, an acronym for DIDforSale Mark up Language, puts together set of instructions to be used when programming your inbound calls. These instructions lay down step by step process for what to do when someone calls your DIDforSale (DFS) phone number. As soon as the number is dialed DFS will read the instructions from the URL where didML has listed actions that can be performed. These actions are defined as didML verb. Some of the examples are: Say caller name, play music, prompt for user input by pressing key.",Telephony,4,RESTv2.0," Telephony, Developers, Messaging, Text, Verification, Voice", 1,0,0,0, 0, 4, 1
470,VerizonPersonalCloudStorageAPI," Verizon Cloud allows users to access and manage their content on any of their devices, even when they are on-the-go. If you are a developer, you can use Verizon Personal Cloud Storage APIs to create apps that let your users access the content stored in their Verizon Cloud accounts from your app. Tens of millions of Verizon subscribers back up to the Verizon Cloud and use 3rd party applications to access, store and share their content.",Storage,8,REST," Storage, Advertising, API, Cloud, Contacts, Documents, File, Sharing, Internet, of, Things, Mobile, Music, Photos, Printing, Video", 0,0,0,0, 0, 0,
471,PlaceitAPI," The Placeit API allows developers to have their own mockup generator right on their website and within apps. It comes complete with access to a variety of realistic templates from Placeit’s public catalogue in either 400x300 px or 1920x1440 px and tools for image processing. Images can be used with real people, real scenarios and no watermarks!",Marketing,48,REST," Marketing, Advertising, Campaigns, Design, Graphics, Photos, Tools", 0,0,0,0, 0, 1, 1
472,CognismAPI, The Cognism API integrates sales features based on algorithms. It is available with HTTP requests and JSON & CSV responses. Authentication is required via token. Cognition is a sales lead generation tool.,Sales,9,REST," Sales, Activity, Streams, Algorithms, Data", 0,0,0,0, 0, 2, 1
473,NanoscaleAPI," Nanoscale provides the integration of API microservices. API dashboard contains endpoints, environments, and hosts as references. SDKs available to indirectly access the interface. It requires JSON architecture with token access.",API,11,Indirect," API, API, Design, API, Management, API, Strategy, Cloud", 0,0,0,0, 0, 1, 1
474,AirHexAirlineNamesAPI," This API queries for a specific airline marketing name with output in JSON format. AirHex is a service with daily updated supplemental travel content, which includes airline logos, airline check-in URL's and handy purified IATA database. This kind of content is required to build and improve travel websites and mobile apps UX and build additional services. All available content are matched with airline IATA codes.",Travel,5,REST," Travel, Air, Travel, Data, Data-as-a-Service, Database, Database-as-a-Service", 0,0,0,0, 0, 2, 1
475,BeyondTrustPowerBrokerPasswordSafeAPI," The PowerBroker Password Safe API allows developers to integrate a security layer with existing applications. Developers can authenticate by requesting the latest credentials of the user, application, infrastructure, cloud solution, or database. All authentication is performed behind the scenes; so, the end user is never exposed to the username and password. Developers need to register to access API documentation.",Security,3,REST," Security, Passwords", 0,0,0,0, 0, 1, 1
476,W3CWakeLockAPI," The W3C Wake Lock API is a specification for an API that lets web applications request a wake lock. Specifically, this API deals with the screen wake lock, which prevents a device's screen from entering a power-saving state (i.e. going to sleep). This specification is still unstable and subject to change. Anyone wishing to use it for production purposes should subscribe to the repository on GitHub and participate on the ongoing discussions.",Tools,1,Native/Browser, Tools, 0,0,0,0, 0, 2, 1
477,FINOUMapsAPI," The FINOU Maps API is an interactive Moroccan Mapping service that can be integrated into websites and applications. The sets of services offered include: map tiles service, geocoding service and location search service. The FINOU Maps mapping database contains only data about Morocco.",Mapping,2,RESTv1.0," Mapping, Location, Search", 0,0,0,0, 0, 1, 1
478,PipelineDBStrideAPI," Stride is an API that functions as a managed real-time analytics system. This allows developers to construct networks based on these real-time streams for applications that can perform distincts counting, sliding-window computations, set up fire webhooks, and run massive retroactive batch queries. Queries are created using Stride SQL (a simplified SQL), and the API exchanges information in JSON format.",Analytics,2,Streamingv1," Analytics, Database, Real, Time, Streaming, Webhooks", 0,0,0,0, 0, 4, 3
479,GoldStarTrustCrowdpayAPI, The GoldStar Trust Crowdpay API integrates payments into applications. It is targeted to investors interested in crowdfunding offerings. Available in JSON architecture with token as authentication.,Payments,2,RESTv2," Payments, Banking, Crowdsourcing, Transactions", 0,0,0,0, 0, 1, 1
480,MID.ASAPI," The MIDAS API offers integration with MIDAS' booking and resource solution which provides real-time scheduling and staff management. Additionally, this service supports invoicing and sending confirmations to clients. The API returns JSON formatted data, and API Keys are required for authentication.",Scheduling,4,RESTv2.14," Scheduling, Booking, Business, Calendars, Events, Reservations", 0,0,0,0, 0, 0,
481,W3CWebAuthenticationAPI," The W3C Web Authentication API is a specification that defines an API for creating and using strong, attested, cryptographic scoped credentials for authenticating users in web applications. Credentials are created and stored on an authenticator by the user agent, which mediates access to scoped credentials. Authenticators ensure that no operations are performed on the application without the consent of the user.",Authentication,4,Native/Browser," Authentication, Security", 0,0,0,0, 0, 2, 1
482,BodyLabsBlueAPI," The Body Labs Blue API allows developers to predict a customer's clothing size based on their height and weight. Body Labs Blue uses AI and machine learning algorithms to predict 19 additional, highly accurate body measurements. Customers can refine six key measurements predicted by Blue to help improve the service's accuracy.
Body Labs is a horizontal solution provider of human-aware AI that understands the way we move and how we’re shaped to make our world more personal. Body Labs uses human-aware AI to capture and use 3D body motion and shape for numerous industries.",Clothing,37,Native/Browserv3.0," Clothing, 3D, eCommerce, Measurements, Visualizations", 0,0,0,0, 0, 7, 3
483,RelinklabsMarloweAPI," The Relinks Marlowe API integrates machine learning services for recruitment processes. It is available with HTTP requests and JSON responses, providing authentication via token.",Jobs,4,REST," Jobs, Data, Human, Resources, Machine, Learning", 0,0,0,0, 0, 2, 2
484,RelinklabsGoodwinAPI," The Relinklabs Goodwin API integrates job positions data for recruiters, providing machine learning features. It is available in JSON architecture that presents responses associated with applicant's job title, skills, future jobs, previous jobs, and education.",Jobs,9,REST," Jobs, Data, Human, Resources, Machine, Learning", 0,0,0,0, 0, 2, 2
485,High-TechBridgeSSLAPI," High-Tech Bridge offers an SSL/TLS server testing service that helps in detecting possible vulnerabilities. This service is free to use, but requests are limited to 20 in 3 minutes, and 250 requests in total per 24 hours. JSON is used for responses for easy consumption. High-Tech Bridge is a web security firm headquartered in Geneva.",Security,2,RESTv1," Security, Testing", 0,0,0,0, 0, 1, 1
486,W3CWebPaymentsHTTPAPI," The W3C Web Payments HTTP API allows developers to register payment applications, create payment requests, and reply with payment responses. It allows web applications to initiate payments for products or services by serving an HTTP 402 Payment Required response along with sufficient data to start and complete the payment flow.",Payments,22,REST, Payments, 0,0,0,0, 0, 3, 3
487,SPiDAPI," The SPiD API integrates payments into applications, mainly located in Europe. Available with OAuth2 authentication, HTTP requests, and JSON responses.",Payments,3,RESTv2," Payments, European, Security, Subscriptions", 0,0,0,0, 0, 1, 1
488,OrganiCityPermissionsAPI," This API allows you to read global roles assigned to a user, read roles specific to requesting client assigned to a user, add or remove global roles to or from a user and more. This component streamlines the handling of reading, editing and assigning roles for specific users. The functionalities of this API are only available to the service accounts of clients, and require appropriate roles. Organicity is a company that creates smart cities of the future as a platform for interaction between everyone including citizens, activists, researchers, businesses, government and more.",Accounts,3,RESTv2.1," Accounts, Authentication, Cities, Government", 0,0,0,0, 0, 1, 1
489,BlinkStickAPI," The Blinkstick API allows changing the color or the publicly available Blinkstick device via HTTP GET request. You can use any web browser to send a request, curl utility on Unix operating systems or any other application that supports sending HTTP requests.
BlinkStick is smart LED controller with integrated USB firmware. It plugs into your computer and allows control the color of individually addressable or single color LEDs and LED strips and wide range programming language implementations give you the power to control the LEDs without the need to program a microcontroller.
It acts as a HID (Human Interface Device) and does not need any additional drivers. It uses ATTiny85 microcontroller with V-USB firmware.",Gadgets,4,RESTv1.0," Gadgets, Hardware", 5,0,4,0, 0, 6, 1
490,BloomSkyAPI," The BloomSky API allows developers to link their personal weather stations to a variety of different outputs. It can export a given station's latest weather data, pictures, and time-lapse videos. This API is provided by BloomSky, a hyperlocal network of weather cameras that provides real time visual weather information from around the world.",Weather,26,REST," Weather, Crowdsourcing, Internet, of, Things", 1,0,0,0, 0, 3, 2
491,AmazonCognitoIdentityAPI," The Amazon Cognito Identity API integrates temporary identity authentication into third party providers such as Facebook and Google. It aims to be helpful to login with Amazon. Available in HTTP & JSON responses with token auth. Actions permit to create identities, obtain credentials, and merge developer identities.",Identity,7,REST," Identity, Authentication, Validation, Verification", 1,0,0,0, 0, 3, 2
492,ZypeAPI," The Zype API integrates video features into applications, aiming to convert fans into customers. It is available in JSON and XML architectures with a RESTful API service. Zype is an OTT (over the top content) video platform.",Video,5,REST," Video, Analytics, Business, Platform-as-a-Service", 3,0,3,0, 0, 10, 2
493,CredportAPI," The Credport API integrates reputation within a marketplace, which is useful for customers interested in growing communities in a sharing economy. Credport uses the same API to power their frontend profile, allowing you to decide what information is most relevant to your marketplace. They offer API cross-origin via JSONP to allow you to make calls from within your site.
Available in JSONP architecture with a sandbox to visualize a profile badge.",Reputation,2,RESTv1," Reputation, Marketplace, Profiles, Recommendations", 0,0,0,0, 0, 2, 1
494,,,,,,,,,,,,,
495,LearnCubeVirtualClassroomAPI," The LearnCube Virtual Classroom API integrates online teaching and learning features in REST architecture. It is available with JSON responses and token authentication. As a learning management system, Learn Cube offers virtual classrooms, virtual schools, eCourses, assessments, and CRM administration. Full API access is available by request.",Education,9,RESTv3," Education, Customer, Relationship, Management, Learning, Management, Systems, Software-as-a-Service", 0,0,0,0, 0, 1, 1
496,DotsubAPI, The Dotsub REST API integrates transcription and translation of video in various languages. It is available with HTTP requests and JSONP metadata responses.,Transcription,6,REST," Transcription, Language, Translation, Video", 0,0,0,0, 0, 2, 1
497,TinEyeMobileEngineAPI," The MobileEngine API offers an image recognition platform optimized for images taken from a mobile device. The API quickly and accurately matches a user-submitted image to your collection of photos or product images. This can be used to identify pictures of books, wallpapers, magazines, CD covers, artwork and more. MobileEngine is designed to take into account common effects that occur when taking photos with mobile devices, including rotation, occlusion, perspective projection, changing lighting conditions, warps, blurs, flips and crops.",Recognition,5,RESTv1.6.12," Recognition, Classification, Images, Mobile, Search", 3,0,2,0, 0, 11, 1
498,TinEyeWineEngineAPI," The WineEngine API searches a mobile photo of a wine bottle against your reference collection of wine labels to identify the wine. It also identifies the vintage and the variety of the wine if it is visible in the mobile photo. WineEngine uses both image recognition and neural networks to deal with common user photograph problems: low resolution, bad lighting and color, improper framing and cropping, off-center angles and blurriness. WineEngine also works very well with non-wine beverages such as beers and spirits.",Recognition,28,RESTv1.6.12," Recognition, Alcohol, Beer, Classification, Images, Machine, Learning, Search, Wine", 3,0,2,0, 0, 11, 3
499,UCommerceAPI," uCommerce built in .NET, is available as an 80/20 API with libraries and context classes. It integrates eCommerce features such as order, catalog, transaction, search, and marketing.",eCommerce,6,REST," eCommerce, Marketing, Payments, Social", 0,0,0,0, 0, 1, 1
500,HigherLogicAPI, The Higher Logic API provides organizations with programmatic access to Community data and functionality. It has been designed for by both Client-side JavaScript and Server-side technologies. Since specific technologies utilized by any given organization will vary; the API has been created to enable access via HTTP for any development platform. Higher Logic is a cloud-based community platform that brings people together to sharing and drive content creation.,Community,7,REST," Community, Data", 0,0,0,0, 0, 1, 1
501,GitHubProjectsAPI," The Projects API allows developers to modify, update, and create repository information within the GitHub environment. This API is currently in early access; so, modifications can occur without advance notice. Only 30 seconds are available per occurrence. During early access, developers must have a custom media type in the accept header.",Database,3,RESTv3," Database, Data, Editing", 0,0,0,0, 0, 1, 1
502,WhatDoesTrumpThinkAPI, This endpoint gets you all generic Donald Trump quotes. Various other endpoints gets a personalized Donald Trump quote or a random quote.,Politics,37,RESTv1.0," Politics, Entertainment, Random", 0,0,0,0, 0, 2, 1
503,W3CRemotePlaybackAPI," The W3C Remote Playback API is a specification that defines an API for controlling the remote playback of media from a webpage on devices such as connected TVs, projectors, and audio-only speakers. It is intended to account for whether a given device is connected using wired (HDMI, DVI, etc.) or wireless (Miracast, Chromecast, etc.) technologies.",Media,1,Native/Browser," Media, Video", 0,0,0,0, 0, 1, 1
504,Customer.guruAPI," The Customer.guru API allows developers to schedule new customer surveys. Customer.guru is a service designed to get actionable feedback from customers and track customer opinions over time. It uses the Net Promoter Score (NPS), a widely-used customer loyalty metric that's based on how likely a customer is to recommend a given product or service to a friend.",CustomerRelationshipManagement,1,RESTv1," Customer, Relationship, Management, Feedback, Loyalty, Surveys", 1,0,0,0, 0, 2, 1
505,VerisignDomainscopeAPI," The Verisign Domainscope API integrates suggestions for domain name generator. Services include traffic domains, recently expires domains, and domain name lists. It is available in REST architecture with HTTP requests and XML & JSON responses. Authentication is required with Key.",Domains,6,RESTv1.0," Domains, Addresses, Lists, Names, Testing", 0,0,6,0, 0, 7, 1
506,PluxboxAPI, The Pluxbox API integrates radio broadcasting management into applications. It is available indirectly via PHP SDK with Key authentication and JSON architecture. Resources include implementation with Postman https://www.getpostman.com/,Audio,7,Indirectv1," Audio, Activity, Streams, Media, Platform-as-a-Service, Streaming", 0,0,0,0, 0, 1, 1
507,NeuronAPI," The Neuron API integrates machine learning features such as keyword extraction, semantic relatedness, and sentiment analysis. It is available in HTTP requests with JSON architecture with token as authentication method. Neuron uses machine learning to make APIs and other technology get intelligence from textual data.",MachineLearning,11,REST," Machine, Learning, Data, Keywords, Models, Semantics, Text", 0,0,0,0, 0, 2, 1
508,TableauDocumentAPI," The Tableau Document API provides developers with tools to programmatically make updates to Tableau workbooks and data source files. It allows for modifications without having to hack the XML. Some features include: Getting connection information, updating connection information, and getting field information from data sources and workbooks. Tableau works to help people see and understand their data, and strives to make products and tools that change the way people use their data. For support, start a case at https://www.tableau.com/support/case",Documents,3,Unspecified," Documents, Data, Tools", 2,0,1,0, 0, 5, 2
509,OrganiCityAssetsDiscoveryAPI," This API facilitates exploration and inspection of available assets using OrganiCity. It allows access to the urban data observatory while providing data scientists, city decision makers, organizations and citizens a way to explore mixed static and real-time urban and social data streams. This includes; searching, retrieving and filtering assets using multiple options such as; information about services, sites and providers, assets data and experiments. OrganiCity is a company that creates smart cities of the future as a platform for interaction between everyone including citizens, activists, researchers, businesses, government and more.",Data,3,REST," Data, Cities, Government", 0,0,0,0, 0, 4, 1
510,OrganicityDatasourceAPI," This API provides access to the data stored in Organicity. This includes; information about services, sites and providers, assets data and experiments. OrganiCity is a company that creates smart cities of the future as a platform for interaction between everyone including citizens, activists, researchers, businesses, government and more.",Data,3,RESTv1.0," Data, Cities, Government", 0,0,0,0, 0, 2, 1
511,W3CSelectionAPI," The W3C Selection API is a specification for an API that provides selection-related functionality. It allows authors and users to select a portion of a document or to specify a range of content for copy, paste, and other editing operations. This API specification is based on the HTML Editing API specification.",Tools,1,Native/Browser," Tools, Documents, Editing", 0,0,0,0, 0, 2, 1
512,SimplePayAPI," This Javascript API allows you to access SimplePay, which can be used to create several types of payments for ecommerce. It has a custom integration that includes credit card and more. SimplePay's Gateway is an embeddable payment form for desktop and mobile devices.",Payments,4,RESTv1.0, Payments, 0,0,0,0, 0, 1, 1
513,UpakneeAPI," The Upaknee API integrates email communication for enterprises, that target mobile development. It is available in REST interfaces with resources and parameters as endpoints. Token is required to authenticate. Upaknee is an email marketing platform.",Email,2,REST," Email, Enterprise, Mobile, Platform-as-a-Service", 0,0,0,0, 0, 1, 1
514,IDICIACNAMCallerIDAPI," The IDICIA CNAM CallerID is a caller identification solution that is compatible with both SOAP and REST platforms. The API supports the convenient and accurate verification of the identification details of callers. It can be deployed by different users including app developers, network carriers, VOIP service providers, and call centers. The API’s provider, Idicia, is a leading telecommunication brand that collaborates with wireline and wireless carriers to provide proprietary caller identification verification services to different industries.",Telephony,2,VersionRESTv1.0RecommendedRPCv1.0Recommended," Telephony, Data-as-a-Service, Identity, Real, Time, Verification, VoIP", 0,0,0,0, 0, 1, 1
515,OntraportAPI," The Ontraport API integrates and customizes business data into applications, aiming to automate customer information flow. It is available as REST architecture in XML and JSON formats and accessible with Api Key. Ontraport is a marketing and business platform for entrepreneurs.",Business,3,REST," Business, Automation, Customer, Relationship, Management, Data", 1,0,2,0, 0, 7, 1
516,Syriaca.orgSearchAPI," This API performs a simple keyword search across all Syriaca.org collections. It returns results for title, author, events and more. The Syriac Reference Portal is a digital project for the study of Syriac literature, culture, and history. It is a reference hub for digitally linking research findings, to compile and classify core data for the study of Syriac sources and offer the Syriac specialists, scholars in all fields, cultural heritage communities, and the interested public with digital tools.",Language,2,REST," Language, Religion", 0,0,0,0, 0, 1, 1
517,Syriaca.orgGeographicAPI," This API Provides geoJSON results for all places within the gazetteer with geographic data that can be filtered by place type. It returns results for buildings, churches, monasteries and more. The Syriac Reference Portal is a digital project for the study of Syriac literature, culture, and history. It is a reference hub for digitally linking research findings, to compile and classify core data for the study of Syriac sources and offer the Syriac specialists, scholars in all fields, cultural heritage communities, and the interested public with digital tools.",Language,1,REST," Language, Religion", 0,0,0,0, 0, 1, 1
518,Syriaca.orgOAI-PMHProviderAPI," This API uses the OAI-PMH protocol to access a description of service that will list records and sets across all Syriaca.org collections. The Syriac Reference Portal is a digital project for the study of Syriac literature, culture, and history. It is a reference hub for digitally linking research findings, to compile and classify core data for the study of Syriac sources and offer the Syriac specialists, scholars in all fields, cultural heritage communities, and the interested public with digital tools.",Language,1,REST," Language, Religion", 0,0,0,0, 0, 1, 1
519,PlaceILiveNeighborhoodMatchingEngineAPI," The PlaceILive.com Match Neighborhood Recommendation Engine API provides the functionality of the engine found https://match.placeilive.com for integration on a web site, blog or any other product. Its engine equips open data and self-learning techniques to provide as much as possible accurate neighborhood suggestions for end-users, according to their lifestyle needs.
Currently available for New York City (US) and London (GB). More cities could be added upon request.",RealEstate,6,Indirect," Real, Estate, Cities, Housing, Recommendations", 0,0,0,0, 0, 2, 1
520,,,,,,,,,,,,,
